personnel_code,unit_code,weekly_duty_hours,consecutive_duty_days,leave_days_last_90,night_shift_ratio,deployment_months_last_year,transfer_count_last_2yr,training_load_hours,overdue_leave_flag,stress_level,mood,sleep_quality,fatigue_level,perceived_workload,burnout_index,stress_label,data_source
PID-01169,UNIT-38,46.2,9,9,0.31,7.0,0,29.5,False,3,3,3,3,3,0.445,0,SYNTHETIC_DEMO_DATA
PID-01170,UNIT-25,46.9,10,17,0.08,4.2,1,13.1,False,2,4,3,3,2,0.427,0,SYNTHETIC_DEMO_DATA
PID-01171,UNIT-32,35.9,6,3,0.09,4.8,1,31.2,False,2,3,3,3,3,0.45,0,SYNTHETIC_DEMO_DATA
PID-01172,UNIT-18,30.0,6,8,0.16,6.2,2,21.5,False,3,3,4,4,3,0.354,0,SYNTHETIC_DEMO_DATA
PID-01173,UNIT-35,50.4,4,6,0.07,3.7,6,14.4,False,2,3,4,3,2,0.359,0,SYNTHETIC_DEMO_DATA
PID-01174,UNIT-17,38.0,12,4,0.24,9.0,0,3.2,False,4,4,5,3,3,0.465,0,SYNTHETIC_DEMO_DATA
PID-01175,UNIT-25,50.8,7,10,0.23,0.0,2,41.7,False,4,3,3,2,3,0.374,0,SYNTHETIC_DEMO_DATA
PID-01176,UNIT-22,30.0,9,1,0.17,4.1,0,28.0,True,4,4,3,2,3,0.38,0,SYNTHETIC_DEMO_DATA
PID-01177,UNIT-34,41.3,3,8,0.27,7.4,0,28.6,False,3,4,4,3,2,0.347,0,SYNTHETIC_DEMO_DATA
PID-01178,UNIT-32,54.1,7,12,0.47,2.5,1,38.2,False,2,3,4,3,2,0.427,0,SYNTHETIC_DEMO_DATA
PID-01179,UNIT-34,57.1,7,7,0.37,4.3,0,22.2,False,3,2,4,3,3,0.42,0,SYNTHETIC_DEMO_DATA
PID-01180,UNIT-05,57.8,8,2,0.34,6.8,0,33.5,True,4,2,3,3,3,0.477,0,SYNTHETIC_DEMO_DATA
PID-01181,UNIT-10,33.5,6,15,0.62,9.6,1,15.2,False,2,4,3,4,3,0.468,0,SYNTHETIC_DEMO_DATA
PID-01182,UNIT-37,64.0,4,13,0.47,1.1,0,27.4,False,2,4,4,2,2,0.311,0,SYNTHETIC_DEMO_DATA
PID-01183,UNIT-06,40.8,4,2,0.43,0.9,1,13.7,True,2,2,4,2,2,0.45,0,SYNTHETIC_DEMO_DATA
PID-01184,UNIT-31,60.9,5,1,0.26,2.2,0,15.0,False,2,4,4,2,2,0.355,0,SYNTHETIC_DEMO_DATA
PID-01185,UNIT-26,51.9,8,3,0.67,0.4,1,21.0,False,4,2,3,4,3,0.591,0,SYNTHETIC_DEMO_DATA
PID-01186,UNIT-14,32.7,12,12,0.24,0.6,0,7.3,False,2,3,4,2,3,0.298,0,SYNTHETIC_DEMO_DATA
PID-01187,UNIT-02,47.6,2,10,0.27,2.1,2,23.3,False,3,4,4,2,2,0.327,0,SYNTHETIC_DEMO_DATA
PID-01188,UNIT-01,57.1,8,13,0.03,8.7,0,16.9,False,3,5,3,5,3,0.557,0,SYNTHETIC_DEMO_DATA
PID-01189,UNIT-36,60.6,5,7,0.34,4.1,1,0.1,False,4,4,4,3,3,0.513,0,SYNTHETIC_DEMO_DATA
PID-01190,UNIT-05,50.0,6,3,0.14,5.1,3,15.4,False,3,3,4,3,3,0.471,0,SYNTHETIC_DEMO_DATA
PID-01191,UNIT-30,73.4,4,14,0.57,2.1,0,16.5,False,3,3,3,2,4,0.381,0,SYNTHETIC_DEMO_DATA
PID-01192,UNIT-06,66.1,6,5,0.26,6.9,3,28.5,False,3,3,4,2,3,0.414,1,SYNTHETIC_DEMO_DATA
PID-01193,UNIT-16,48.4,7,10,0.1,10.6,0,22.9,False,3,4,4,3,2,0.491,1,SYNTHETIC_DEMO_DATA
PID-01194,UNIT-05,62.5,9,0,0.21,2.3,0,34.5,True,4,3,4,3,2,0.304,1,SYNTHETIC_DEMO_DATA
PID-01195,UNIT-26,79.1,4,5,0.59,10.2,2,25.2,False,2,2,3,4,3,0.659,1,SYNTHETIC_DEMO_DATA
PID-01196,UNIT-05,79.4,4,15,0.39,6.1,1,14.5,False,4,3,3,2,2,0.476,1,SYNTHETIC_DEMO_DATA
PID-01197,UNIT-26,34.8,4,4,0.78,5.1,2,19.4,False,2,3,3,2,3,0.402,0,SYNTHETIC_DEMO_DATA
PID-01198,UNIT-39,39.0,5,13,0.78,6.2,3,16.5,False,3,4,1,3,2,0.591,0,SYNTHETIC_DEMO_DATA
PID-01199,UNIT-30,72.8,5,0,0.2,6.2,0,24.9,True,3,2,4,5,3,0.62,0,SYNTHETIC_DEMO_DATA
PID-01200,UNIT-27,37.2,4,5,0.37,10.6,0,20.6,False,3,3,4,3,3,0.383,0,SYNTHETIC_DEMO_DATA
